"CompoundID","MACCSKeysFingerprints"
"Cmpd1233","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 1 2 3 0 0 2 2 0 0 2 0 1 1 0 0 0 0 0 1 3 1 2 1 1 0 4 0 0 0 0 0 0 0 0 2 0 1 0 0 1 0 0 0 1 0 0 2 2 3 0 1 2 0 1 0 0 1 0 0 2 0 2 1 2 0 0 1 4 3 1 5 1 1 0 3 4 5 0 0 0 1 0 12 0 7 1 4 3 0 1 1 2 1"
"Cmpd1234","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 1 0 0 0 0 1 2 1 2 2 2 0 0 4 0 1 1 0 0 1 1 2 1 1 2 0 2 2 0 3 0 0 0 0 0 2 0 0 1 0 1 2 0 1 0 0 0 1 2 2 4 4 1 0 2 2 1 1 4 4 2 2 0 0 0 0 1 4 3 0 2 1 5 1 1 1 2 2 1 1 2 2 1 3 1 2 8 2 5 2 1 5 0 1 2 3 1"
"Cmpd1235","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 0 0 1 0 0 0 1 0 2 0 0 0 0 1 4 1 1 0 0 2 2 1 3 0 0 0 0 0 9 0 0 8 0 1 2 1 0 1 0 0 1 0 0 2 2 2 0 0 1 0 2 0 1 0 2 0 0 0 1 0 2 0 2 2 2 2 2 1 5 2 0 2 2 1 0 1 0 0 1 10 2 6 2 2 2 0 5 2 7 1"
"Cmpd1236","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 4 0 0 0 0 0 0 0 0 0 0 3 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 2 4 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 2 2 0 0 0 2 0 1 0 0 0 2 0 1 0 1 1 2 0 0 1 0 3 1 1 2 1 0 0 0 1 2 0 0 1 0 4 0 4 1 0 3 0 2 1 2 1"
"Cmpd1237","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 6 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 1 2 0 0 0 1 0 0 0 0 1 0 0 1 3 1 0 2 1 2 3 0 0 1 1 0 3 0 1 0 0 3 0 3 1 0 0 2 3 2 1"
"Cmpd1238","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 1 0 0 6 0 0 0 0 0 2 0 0 2 0 0 4 0 0 2 0 3 0 2 0 0 0 2 0 0 2 0 0 4 4 0 0 0 2 0 1 0 0 4 0 0 2 2 0 1 2 0 2 2 2 0 0 0 4 0 5 4 0 6 0 2 2 0 2 0 3 1"
"Cmpd1239","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 1 0 0 6 0 0 0 0 0 0 0 0 0 2 4 3 3 1 8 0 0 0 0 2 2 2 0 0 0 0 0 0 0 0 0 0 5 8 0 0 0 0 0 0 3 2 0 0 0 1 0 0 0 0 0 0 1 3 5 5 2 0 0 3 0 0 0 4 0 2 0 3 2 3 0 5 6 0 0 0 7 0 0 4 0 1 2 0 0 2 0 6 0 2 11 0 13 0 0 7 0 4 0 4 1"
"Cmpd1240","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 1 0 0 2 0 0 0 0 2 6 0 0 6 0 0 0 6 0 0 1 3 0 5 0 0 0 0 0 0 0 0 1 16 8 0 1 2 0 0 0 0 0 0 1 1 1 0 1 0 3 1 5 0 1 6 0 1 0 0 1 0 1 0 1 1 0 0 3 1 4 1"
"Cmpd1241","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 2 0 0 0 0 0 6 0 0 0 0 0 0 0 0 4 0 0 1 1 0 1 1 2 0 0 0 0 0 1 1 0 2 1 0 0 1 0 0 1 0 0 0 1 0 0 0 2 5 1 0 0 2 2 0 1 5 0 0 1 0 1 2 2 2 3 2 5 1 0 2 2 2 1"
"Cmpd1242","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 6 0 0 5 0 0 0 5 0 0 1 2 0 4 0 0 0 0 0 0 0 0 2 15 6 0 0 2 0 0 0 2 0 0 0 2 1 0 2 0 3 2 4 0 1 5 0 2 0 2 0 0 0 0 2 1 0 0 3 2 4 1"
"Cmpd1243","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 2 2 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 4 0 0 0 0 0 0 0 0 2 0 1 0 0 1 0 0 0 1 0 0 2 2 2 0 1 2 0 1 0 0 1 0 0 1 0 1 1 2 0 0 1 2 2 1 3 1 1 0 2 2 3 0 0 0 1 0 10 0 4 1 2 2 0 1 1 2 1"
"Cmpd1244","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 3 0 0 0 0 3 2 0 0 11 0 0 0 3 0 0 4 6 0 5 0 0 0 0 0 0 0 0 2 7 3 0 2 3 0 0 0 0 0 0 2 2 4 0 2 0 2 2 5 0 4 6 0 2 0 0 3 0 2 0 2 4 0 0 2 2 3 1"
"Cmpd1245","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 2 0 0 0 0 0 1 3 0 0 0 0 1 0 0 0 3 0 2 1 1 0 1 0 1 2 1 0 1 1 0 0 0 1 0 2 0 1 0 1 1 0 0 0 2 1 0 0 2 1 1 2 0 2 2 1 0 1 2 1 0 0 2 1 4 0 2 2 1 1 0 2 2 2 1"
"Cmpd1246","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 3 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3 2 1 2 3 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0 0 1 2 0 0 0 0 1 2 0 4 0 4 0 1 0 0 0 0 5 0 1 2 0 0 0 0 1 2 0 0 0 0 10 0 5 0 0 5 0 2 0 2 1"
"Cmpd1247","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 1 1 0 1 0 2 1 0 1 0 0 0 1 0 0 0 1 0 1 5 0 0 0 0 0 0 0 0 4 0 1 4 0 0 1 1 1 1 2 0 2 1 2 0 0 2 0 0 2 5 0 0 1 2 0 1 1 2 3 0 1 2 2 0 0 2 1 2 2 2 1 0 0 3 1 3 6 0 6 1 2 2 0 2 1 3 1"
"Cmpd1248","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 1 3 0 0 0 1 0 1 1 3 0 0 0 0 0 3 2 0 0 0 0 0 1 1 3 0 2 0 3 0 0 0 0 3 0 1"
"Cmpd1249","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 4 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 1 0 0 1 0 0 4 0 0 0 0 0 2 0 0 5 0 0 1 0 1 0 0 4 0 1 0 1 1 1 0 0 2 1 1 0 0 0 1 0 0 0 0 0 1 1 0 1 5 2 1 0 1 1 1 1 5 0 1 1 1 0 2 6 2 5 1 5 2 0 1 1 2 1"
"Cmpd1250","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 4 0 0 0 0 0 0 2 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 3 0 0 0 0 1 2 0 0 2 1 0 1 0 3 0 1 0 0 0 0 2 0 0 1 0 1 1 1 0 0 0 1 0 0 0 0 0 2 1 0 3 2 1 1 2 1 3 0 0 2 0 1 3 1 0 1 2 6 1 3 2 1 0 1 3 2 1"
"Cmpd1251","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 6 0 0 4 0 0 0 1 0 0 1 2 0 3 0 0 0 0 0 0 0 0 2 10 8 0 0 3 0 0 0 2 0 0 0 2 1 0 2 0 3 2 3 0 1 1 0 2 0 2 0 0 0 0 2 1 0 0 3 2 4 1"
"Cmpd1252","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 2 0 2 0 1 1 0 2 0 0 0 0 2 0 0 2 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 1 0 0 0 0 0 1 3 0 0 0 0 0 0 2 0 3 0 3 1 0 0 0 2 1"
"Cmpd1253","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 4 0 0 0 0 0 0 1 0 1 1 0 0 0 1 1 0 2 0 0 1 0 0 4 0 0 0 0 0 2 0 0 0 0 0 1 0 1 0 2 2 0 1 0 1 1 1 0 0 2 0 1 0 0 0 2 0 0 0 0 0 1 1 1 1 2 2 1 0 1 1 1 1 2 0 1 1 1 0 2 2 1 5 1 2 2 0 1 1 2 1"
"Cmpd1254","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 4 0 0 0 0 1 2 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 1 2 0 0 1 0 0 0 1 0 2 0 0 0 1 4 0 3 0 1 2 0 1 0 2 1"
"Cmpd1255","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0 1 0 2 0 1 0 0 0 0 0 0 1 0 1 2 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 2 0 0 1 1 2 0 0 1 1 0 0 1 1 1 1 0 0 0 5 2 2 1 1 2 0 1 1 2 1"
"Cmpd1256","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 5 0 0 0 0 0 2 0 0 1 4 0 0 0 0 0 0 1 0 1 1 0 0 1 2 1 0 2 0 0 1 0 1 3 0 0 0 0 1 8 0 0 10 0 0 2 7 2 1 3 5 0 3 0 2 1 1 0 0 1 1 2 12 8 0 2 2 0 0 0 0 2 1 2 4 4 1 2 3 6 4 3 1 4 4 0 5 1 0 2 3 6 3 4 4 1 0 6 4 7 1"
"Cmpd1257","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 6 0 0 7 0 0 0 2 0 0 1 5 0 3 0 0 0 0 0 0 0 0 2 10 5 0 0 2 0 0 0 2 0 0 0 2 2 0 2 0 3 2 3 0 2 1 0 2 0 2 0 0 0 0 2 2 0 0 3 2 4 1"
"Cmpd1258","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 1 4 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 1 0 1 4 0 0 0 0 0 7 0 0 6 0 0 2 4 2 0 1 2 0 1 0 2 1 1 2 0 1 2 2 3 1 0 0 0 0 0 0 2 2 1 0 5 3 1 2 3 4 5 1 1 3 3 0 4 1 2 0 3 6 3 5 3 1 0 4 5 5 1"
"Cmpd1259","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 1 0 0 0 0 2 1 0 0 0 0 2 1 0 0 1 0 0 1 6 0 0 0 0 1 0 0 0 2 0 1 4 0 0 1 0 0 1 1 0 1 1 2 0 0 2 0 0 2 5 0 1 2 2 0 1 1 1 3 1 2 1 2 0 0 3 2 1 2 1 0 0 1 3 1 2 6 1 6 2 1 2 0 3 2 3 1"
"Cmpd1260","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 3 0 0 0 0 1 2 0 0 2 1 0 1 0 2 0 1 1 0 0 0 2 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 2 1 0 2 2 1 0 1 1 2 0 0 2 0 1 2 1 0 1 2 4 2 2 2 1 0 1 2 2 1"
"Cmpd1261","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 1 0 0 1 0 0 0 0 3 6 0 0 5 0 0 0 5 0 0 1 2 0 3 0 0 0 0 0 0 0 0 2 10 7 0 2 3 0 0 0 0 0 0 2 2 1 0 2 0 3 2 3 0 1 5 0 2 0 0 0 0 2 0 2 1 0 0 3 2 4 1"
"Cmpd1262","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 6 0 0 9 0 0 0 5 0 0 2 4 0 3 0 0 0 0 0 0 0 0 2 9 6 0 0 3 0 0 0 2 0 0 0 2 2 0 2 0 3 2 3 0 2 5 0 2 0 2 0 0 0 0 2 2 0 0 3 2 4 1"
"Cmpd1263","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 1 0 1 0 0 0 1 0 0 0 0 2 0 0 0 0 0 3 1 0 0 0 1 0 0 0 3 0 0 1 0 2 1 1 0 0 2 0 0 0 0 0 0 1 2 2 0 0 0 1 0 0 0 0 0 0 2 0 2 3 1 2 2 1 2 2 0 3 2 1 2 2 0 4 0 4 1 2 3 1 0 1 2 1 1"
"Cmpd1264","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 4 1 0 0 0 0 0 0 0 0 3 4 1 0 1 1 0 0 2 0 3 1 0 0 1 0 0 1 0 0 0 1 1 1 9 0 0 0 0 0 2 1 0 0 0 2 5 1 1 1 0 0 2 2 0 3 3 3 0 0 4 0 1 1 7 0 0 1 1 0 0 2 3 3 0 2 1 4 1 2 4 2 2 3 1 2 0 0 3 2 3 11 0 9 2 1 4 0 4 2 5 1"
"Cmpd1265","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1 0 1 1 0 0 0 1 1 0 0 0 0 1 0 0 4 0 0 0 0 0 2 0 0 2 0 0 1 0 0 2 0 3 0 1 0 1 1 1 0 0 2 0 0 0 2 0 1 0 0 0 0 0 1 3 0 0 2 2 0 0 1 0 1 1 2 0 1 0 3 0 4 2 0 5 0 2 2 0 1 0 2 1"
"Cmpd1266","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 1 0 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 2 0 1 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 2 2 0 1 0 0 0 1 1 0 2 2 0 0 0 0 0 1 0 0 0 1 0 3 0 3 3 1 0 0 2 3 1 1 3 0 0 1 3 1 3 0 4 3 3 3 1 0 2 3 2 1"
"Cmpd1267","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 4 0 0 0 0 1 2 0 0 0 1 5 1 1 2 1 0 0 2 0 2 1 0 0 0 0 0 0 0 2 0 1 0 0 6 0 0 2 0 0 2 0 0 4 0 0 3 0 1 3 0 3 0 1 2 2 2 3 0 2 3 1 1 1 3 2 0 0 1 0 1 1 2 5 0 3 3 4 1 1 2 3 1 3 3 1 0 1 5 0 6 9 2 8 3 3 4 0 2 3 3 1"
"Cmpd1268","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 2 0 0 3 0 0 0 0 0 2 0 0 4 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 2 0 0 1 0 1 0 0 0 0 1 0 0 1 1 0 0 1 0 1 0 1 1 1 0 1 0 1 2 0 2 0 1 1 0 1 0 3 1"
