"CompoundID","MACCSKeysFingerprints"
"Cmpd6625","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 3 0 0 0 0 2 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 1 1 0 1 2 4 0 2 0 0 2 0 0 4 4 0 1 0 1 0 0 1 0 2 4 0 0 0 2 1 1"
"Cmpd6626","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 1 1 0 1 2 2 0 2 0 0 2 0 0 2 4 0 1 0 1 0 0 1 0 2 2 0 0 0 2 1 1"
"Cmpd6627","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 1 1 2 2 0 0 0 0 1 0 0 0 0 1 0 2 0 1 0 0 0 2 2 0 0 2 0 0 6 2 0 0 2 0 0 3 0 2 2 2 0 0 0 0 0 6 4 0 1 0 0 0 0 0 2 4 0 0 2 3 0 0 1 0 3 2 2 1 1 0 4 0 2 8 0 7 0 2 3 0 1 0 2 1"
"Cmpd6628","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 1 0 0 0 1 0 0 1 1 2 1 0 0 1 0 0 3 0 0 0 0 0 2 0 0 5 0 0 0 0 1 2 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 1 6 2 0 2 1 1 2 1 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 0 0 3 2 0 0 0 1 3 2 0 1 1 1 2 1 2 0 2 0 2 0 1 3 2 1 1 0 0 2 0 2 0 0 5 0 3 2 0 2 0 3 2 3 1"
"Cmpd6629","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 3 0 0 0 0 3 0 0 3 6 0 0 0 0 1 6 0 0 0 0 0 0 0 3 0 0 3 0 6 0 0 0 1 6 1 1"
"Cmpd6630","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 3 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 5 0 1 1 1 0 0 0 0 0 1 0 0 0 1 1 1 1 0 12 1 2 1 6 0 0 0 3 2 1 0 2 0 0 1 0 0 2 2 0 1 0 1 4 0 1 0 2 2 2 0 6 4 1 2 0 1 6 1 0 4 12 1 5 2 2 2 4 8 2 6 4 1 0 1 6 3 1"
"Cmpd6631","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 1 1 4 1 0 0 1 0 0 0 0 1 1 0 0 2 1 1 1 0 0 0 0 2 2 7 0 0 0 0 0 0 1 0 2 1 3 1 0 2 0 0 0 3 0 0 2 2 1 0 0 3 1 2 0 1 0 1 0 0 0 0 2 2 2 0 3 2 2 2 4 3 3 0 1 2 4 1 0 2 2 3 7 2 5 3 2 2 0 3 3 3 1"
"Cmpd6632","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 2 0 0 0 0 4 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 0 1 2 0 0 0 0 7 1 0 2 0 1 0 0 0 2 0 0 1 0 0 0 1 1 0 3 1 0 0 2 1 2 2 0 0 0 1 2 1 2 2 0 2 2 0 1 1 4 1 2 0 0 2 4 3 2 1 0 0 0 1 1 4 4 1 4 4 1 2 0 2 4 2 1"
"Cmpd6633","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 2 0 0 0 0 2 0 0 2 4 0 0 1 1 1 4 0 0 0 1 0 2 0 2 0 0 2 0 4 0 0 0 1 4 1 1"
"Cmpd6634","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 4 0 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 1 0 0 0 0 2 0 0 1 4 1 0 1 1 1 4 0 0 1 1 0 2 0 2 0 0 3 0 4 1 0 0 1 4 1 1"
"Cmpd6635","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 1 0 0 0 1 3 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 2 1 0 0 4 0 0 2 0 1 2 0 0 0 0 0 1 1 1 0 0 0 1 0 0 1 1 1 1 2 2 1 1 0 0 2 3 0 0 0 0 1 1 0 2 4 0 2 1 0 1 4 0 1 0 0 1 0 0 1 1 5 1 3 4 0 2 0 1 4 2 1"
"Cmpd6636","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 3 0 0 0 0 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 6 2 2 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 7 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 2 2 2 0 0 0 3 0 0 0 0 0 2 0 4 0 4 0 2 0 0 0 3 5 0 2 3 0 0 0 3 2 2 0 0 0 0 10 0 6 0 3 5 0 3 0 3 1"
"Cmpd6637","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 1 1 2 1 0 0 1 0 2 3 0 0 0 0 0 2 0 0 2 0 0 0 0 1 1 0 0 0 0 0 1 0 1 2 0 0 1 0 0 2 0 3 1 0 2 0 0 0 1 0 1 0 0 0 3 0 1 0 0 1 0 0 0 0 0 1 3 1 0 0 0 1 3 2 0 0 0 0 4 0 1 1 5 2 1 0 0 1 5 0 1 2 0 1 0 1 2 2 3 1 1 5 2 1 0 1 5 1 1"
"Cmpd6638","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 1 0 1 1 2 1 0 1 1 0 2 3 0 1 1 2 0 2 0 0 2 0 0 0 0 1 1 0 0 0 0 0 1 0 1 2 0 0 3 0 0 2 0 3 1 0 4 0 0 0 1 0 1 0 0 0 3 0 1 0 0 1 0 1 0 0 1 1 5 1 0 0 0 1 5 2 0 1 0 1 5 0 1 1 7 1 2 0 0 1 7 0 2 1 0 1 0 1 2 2 5 1 2 7 1 2 0 1 7 1 1"
"Cmpd6639","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 1 0 2 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 6 2 1 0 3 0 0 0 2 1 1 0 0 1 2 2 0 4 0 0 0 2 2 4 1 0 0 0 1 2 1 0 3 0 0 1 2 3 0 1 0 0 1 1 2 2 1 0 0 1 3 3 0 3 0 3 0 3 0 1 0 2 1 0 3 4 5 3 2 3 3 1 1 4 2 3 3 1 0 1 13 6 8 3 4 5 0 3 3 3 1"
"Cmpd6640","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 3 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 2 0 0 1 0 0 0 0 0 1 0 1 3 2 1 0 4 0 0 0 6 0 0 0 0 2 0 0 0 2 0 2 2 2 0 0 0 0 2 0 0 0 0 0 1 0 2 1 0 1 1 0 4 1 0 0 0 3 0 3 0 4 3 3 0 0 2 4 0 0 3 0 3 0 3 3 3 10 2 6 4 3 3 0 2 4 2 1"
"Cmpd6641","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 2 1 0 0 0 0 2 3 0 0 0 0 0 2 2 1 0 0 0 2 1 0 0 1 0 1 0 0 1 0 1 2 1 1 1 1 1 1 0 0 0 0 2 0 1 0 2 0 7 0 2 2 6 0 1 0 0 3 1 0 1 1 1 1 3 0 1 0 1 0 3 2 0 1 0 0 5 1 1 0 6 7 3 0 0 0 6 1 2 7 6 2 1 1 3 1 16 2 6 6 7 3 0 0 6 1 1"
"Cmpd6642","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 2 0 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 2 0 1 0 2 0 0 2 2 4 2 0 0 1 0 0 6 0 2 0 0 0 4 0 0 4 1 0 0 1 2 0 0 1 0 0 1 2 0 0 0 0 0 2 0 0 2 3 3 0 0 4 3 0 2 2 2 0 0 0 0 3 0 0 0 0 2 0 0 3 2 0 0 6 1 0 1 0 0 6 3 0 0 3 1 4 3 0 0 4 0 3 1 2 2 4 0 2 0 1 3 0 0 0 0 13 0 3 4 0 3 0 2 4 2 1"
"Cmpd6643","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 4 0 0 0 0 2 0 1 2 2 0 0 0 0 0 0 0 0 0 0 2 0 0 1 1 0 0 0 0 0 0 6 0 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0 1 3 1 1 0 7 0 0 0 0 1 2 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 1 0 0 1 3 0 1 0 0 1 5 0 2 0 2 1 1 0 1 2 0 4 1 1 2 2 0 0 0 1 4 1 0 1 1 9 1 5 2 0 4 0 2 2 3 1"
"Cmpd6644","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 3 0 0 0 0 1 2 0 0 11 0 0 0 3 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 3 0 0 0 2 0 0 1 3 6 0 0 2 1 3 1 0 6 9 0 1 0 2 2 0 1 0 3 6 0 0 1 3 2 1"
"Cmpd6645","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 1 1 0 0 0 0 0 2 0 0 0 0 0 0 4 0 0 0 0 0 0 0 1 0 0 2 0 0 0 1 0 0 0 3 1 0 0 0 2 1 0 3 6 0 0 1 0 2 6 0 0 0 2 0 3 0 2 0 0 5 0 6 0 0 0 2 6 2 1"
"Cmpd6646","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 1 0 0 0 1 0 0 4 0 0 0 0 2 2 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 0 0 0 2 0 0 0 0 0 3 1 0 0 0 0 1 0 1 1 0 2 0 0 1 1 0 0 0 0 2 0 0 0 1 5 1 3 1 0 2 0 1 1 2 1"
"Cmpd6647","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 0 1 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 4 0 0 0 2 0 0 1 0 0 1 1 1 0 0 1 1 0 1 0 1 0 0 1 2 3 1 2 0 0 0 1 2 2 1 0 0 4 0 1 0 2 0 3 0 3 1 4 2 0 0 0 3 0 0 3 2 1 0 4 1 1 2 1 1 4 4 2 1 0 0 3 3 1 2 7 1 2 2 2 1 7 0 2 1 6 1 1 1 2 1 8 3 5 7 1 2 0 1 7 2 1"
"Cmpd6648","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 1 0 0 0 1 0 0 4 0 0 0 0 1 2 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 0 0 0 2 0 0 0 0 0 2 1 0 0 0 1 1 0 0 1 0 2 0 0 1 1 0 0 0 0 2 0 0 1 1 4 0 3 1 0 2 0 1 1 2 1"
"Cmpd6649","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1 1 0 0 0 0 0 1 2 0 0 0 0 1 0 0 4 0 0 0 0 1 2 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 1 1 0 0 0 2 0 0 1 0 1 0 0 0 2 0 1 0 2 2 0 3 0 0 2 0 1 0 2 1"
"Cmpd6650","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 2 1 0 0 0 1 0 0 0 3 0 0 0 0 1 2 0 0 0 0 0 1 2 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 2 0 1 0 0 0 0 0 1 1 0 1 1 1 2 1 1 0 0 4 1 1 0 0 0 3 1 1 1 0 1 0 2 1 2 1"
"Cmpd6651","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 4 0 0 0 0 0 4 0 0 1 0 1 0 0 0 0 0 0 1 2 0 1 1 1 0 0 1 0 1 0 0 0 0 1 0 0 1 2 1 0 0 2 1 1 1 1 2 2 2 1 1 0 0 1 0 2 0 6 0 3 2 1 1 0 2 2 3 1"
"Cmpd6652","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 8 0 0 0 0 0 2 0 0 2 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0 2 0 1 0 1 1 0 0 0 1 2 2 0 1 3 1 0 0 2 1 2 0 0 1 0 7 0 3 1 2 2 0 3 1 3 1"
"Cmpd6653","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 4 0 2 0 0 1 0 0 0 1 0 0 0 0 2 0 0 1 0 2 8 0 0 0 0 0 0 2 0 0 0 4 3 3 3 1 3 0 4 0 0 0 0 2 0 1 0 0 0 0 0 2 1 1 7 0 0 0 0 2 0 2 0 0 0 1 2 0 1 0 0 0 1 0 3 5 4 0 1 0 4 1 1 0 0 0 4 2 1 0 1 2 5 2 1 4 0 6 1 0 2 4 0 0 0 0 3 1 2 2 2 13 3 9 4 0 6 0 2 4 4 1"
"Cmpd6654","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 3 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 1 0 0 1 0 0 1 0 3 0 1 1 0 0 0 0 1 0 4 0 1 0 2 0 4 1 0 0 0 0 1 0 3 1 3 3 1 0 0 0 3 0 2 3 0 0 0 3 0 3 3 1 2 3 3 1 0 0 3 0 1"
"Cmpd6655","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 3 1 1 1 1 1 0 0 1 1 2 1 1 0 1 2 0 3 1 1 0 0 0 2 0 0 6 0 0 1 1 1 0 1 2 0 0 0 1 0 0 0 1 0 2 2 1 0 0 7 0 0 2 0 0 2 1 0 0 0 1 0 1 0 0 0 0 2 0 0 1 1 0 0 4 3 0 0 0 0 4 4 0 0 0 0 3 1 0 0 3 0 4 0 1 2 3 0 1 0 1 4 0 0 1 0 9 0 3 3 0 4 0 2 3 3 1"
"Cmpd6656","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 4 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 2 0 6 0 0 0 4 0 0 0 0 2 0 0 4 6 0 0 6 6 3 6 0 0 0 1 0 6 0 2 0 0 4 0 6 0 0 0 3 6 3 1"
"Cmpd6657","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 4 0 0 0 0 0 0 1 0 0 2 1 1 0 0 0 0 0 2 0 2 1 0 0 3 1 1 2 0 0 1 2 4 2 1 2 0 0 0 1 0 1 0 3 0 3 2 3 2 0 0 0 3 1 0 4 3 2 0 0 1 0 3 2 2 0 2 3 1 0 0 2 4 3 1 4 1 3 3 2 1 4 1 2 1 6 1 2 3 2 1 8 3 8 4 1 3 0 1 4 3 1"
"Cmpd6658","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 6 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 1 7 0 0 0 0 0 2 0 1 4 0 0 0 1 2 0 0 0 0 0 0 1 0 0 1 0 3 0 2 0 0 0 1 0 0 1 0 1 1 0 1 3 2 0 2 2 3 3 0 0 2 2 0 2 0 1 0 0 3 0 3 2 0 0 3 3 3 1"
"Cmpd6659","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 1 0 0 0 0 1 7 0 0 0 0 0 2 0 0 3 0 0 0 1 3 1 0 0 0 0 0 1 0 0 1 0 3 1 3 0 0 0 1 0 0 0 0 1 1 0 1 4 2 0 3 2 3 4 0 0 2 2 0 3 0 1 1 0 5 0 4 2 0 0 3 4 3 1"
"Cmpd6660","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 6 0 0 1 0 0 1 0 0 0 0 0 0 2 0 1 1 0 0 1 0 0 1 7 1 0 0 0 1 2 1 0 2 0 2 1 2 2 1 0 0 2 0 0 1 0 0 2 0 3 1 2 0 0 0 3 1 1 0 1 3 1 1 1 6 4 2 2 2 3 6 0 0 4 2 2 3 1 3 2 6 5 4 6 4 2 0 3 6 3 1"
